"workerid","rt","trial_type","property_type","trial_num","category","prevalence","explanation","response","prevalence_level","property","left_button"
228,2560,"truth_conditions","habitat",8,"feps",14,NA,0,10,"live in zoos","False"
228,4164,"truth_conditions","psychological",9,"plovs",46,NA,0,50,"mourn their dead","False"
228,8426,"truth_conditions","psychological",10,"dobles",51,NA,1,50,"are afraid of loud noises","False"
228,2260,"truth_conditions","behavior",11,"krivels",30,NA,0,30,"perform in the circus","False"
228,4008,"truth_conditions","habitat",12,"ollers",91,NA,1,90,"live in the hulls of sea vessels","False"
228,2168,"truth_conditions","diet",13,"lorches",27,NA,0,30,"eat human food","False"
228,1286,"truth_conditions","disease_self",14,"dorbs",28,NA,0,30,"get addicted to nicotine","False"
228,1278,"truth_conditions","physical",15,"sapers",75,NA,1,70,"have brown fur","False"
228,2290,"truth_conditions","behavior_aggressive",16,"wugs",7,NA,0,10,"torture other animals","False"
228,3358,"truth_conditions","diet",17,"glippets",32,NA,0,30,"feed on the carcasses of dead animals","False"
228,4472,"truth_conditions","psychological",18,"dunkels",26,NA,0,30,"know when earthquakes are about to happen","False"
228,1554,"truth_conditions","disease_other",19,"reesles",8,NA,0,10,"carry malaria","False"
228,2766,"truth_conditions","behavior_aggressive",20,"crullets",92,NA,1,90,"steal farmers&quotechar crops","False"
228,1648,"truth_conditions","diet",21,"morseths",70,NA,1,70,"fish in the Hudson River","False"
228,1248,"truth_conditions","behavior",22,"stups",92,NA,1,90,"like to cuddle","False"
228,2388,"truth_conditions","physical",23,"frams",52,NA,1,50,"have very long wings","False"
228,1780,"truth_conditions","habitat",24,"daiths",10,NA,0,10,"live in urban areas","False"
228,1884,"truth_conditions","disease_self",25,"luzaks",51,NA,1,50,"get dandruff","False"
229,24682,"truth_conditions","behavior_aggressive",1,"zorbs",9,NA,1,10,"attack hikers","False"
229,22800,"truth_conditions","habitat",2,"kweps",31,NA,0,30,"live in zoos","False"
229,9946,"truth_conditions","behavior",3,"ackles",75,NA,0,70,"perform in the circus","False"
229,9644,"truth_conditions","habitat",4,"reesles",7,NA,1,10,"live in the hulls of sea vessels","False"
229,3606,"truth_conditions","diet",5,"ollers",89,NA,1,90,"feed on the carcasses of dead animals","False"
229,8395,"truth_conditions","psychological",6,"moxes",14,NA,1,10,"know when earthquakes are about to happen","False"
229,4148,"truth_conditions","disease_self",7,"trufts",28,NA,0,30,"get addicted to nicotine","False"
229,6128,"truth_conditions","disease_self",8,"glippets",48,NA,0,50,"get dandruff","False"
229,4789,"truth_conditions","behavior",9,"frams",34,NA,1,30,"like to cuddle","False"
229,14267,"truth_conditions","physical",10,"lorches",33,NA,1,30,"have brown fur","False"
229,9047,"truth_conditions","psychological",11,"dunkels",52,NA,1,50,"are intelligent","False"
229,4202,"truth_conditions","disease_other",12,"grinks",5,NA,1,10,"carry malaria","False"
229,6160,"truth_conditions","behavior_aggressive",13,"mooks",51,NA,1,50,"steal farmers&quotechar crops","False"
229,7054,"truth_conditions","physical",14,"dobles",90,NA,1,90,"have very long wings","False"
229,2992,"truth_conditions","diet",15,"fendles",50,NA,0,50,"drink soda","False"
229,3292,"truth_conditions","disease_self",16,"dorbs",7,NA,1,10,"go bald","False"
229,20908,"truth_conditions","psychological",17,"stups",69,NA,1,70,"are afraid of loud noises","False"
229,2833,"truth_conditions","diet",18,"javs",30,NA,1,30,"eat grass","False"
229,4030,"truth_conditions","diet",19,"wugs",73,NA,1,70,"eat human food","False"
229,7019,"truth_conditions","psychological",20,"krivels",91,NA,1,90,"mourn their dead","False"
229,3567,"truth_conditions","diet",21,"plovs",74,NA,0,70,"fish in the Hudson River","False"
229,4786,"truth_conditions","behavior",22,"elleps",91,NA,1,90,"sleep during the day","False"
229,6871,"truth_conditions","behavior_aggressive",23,"luzaks",47,NA,1,50,"torture other animals","False"
229,4013,"truth_conditions","disease_self",24,"sapers",68,NA,0,70,"develop back problems","False"
229,3368,"truth_conditions","habitat",25,"feps",85,NA,0,90,"live in urban areas","False"
229,45244,"explain_responses","behavior",9,"frams",34,"I think animals like to be close for body heat depending on the type of animal and animals have feelings too. This could be an emotional animal.",1,30,"like to cuddle",NA
229,35918,"explain_responses","diet",18,"javs",30,"All animals vary in what they eat so I thought this could very well be true. Some may eat grass, others may eat everything else.",1,30,"eat grass",NA
229,73931,"explain_responses","behavior",3,"ackles",75,"I thought this was false because if it&quotechars a newly discovered animal, I would think more than the circus would have these animals in their habitat. If it&quotechars newly discovered, it&quotechars unlikely that the majority of the living species is only in the circus. It doesn&quotechart seem logical or believable.",0,70,"perform in the circus",NA
229,34842,"explain_responses","disease_self",16,"dorbs",7,"I think this was true because they would possibly have a health problem that causes them to lose their hair.",1,10,"go bald",NA
230,9730,"truth_conditions","behavior",1,"krivels",88,NA,0,90,"perform in the circus","True"
230,10036,"truth_conditions","psychological",2,"taifels",94,NA,1,90,"are afraid of loud noises","True"
230,10456,"truth_conditions","diet",3,"ludinos",46,NA,0,50,"feed on the carcasses of dead animals","True"
230,7308,"truth_conditions","disease_self",4,"ackles",8,NA,0,10,"go bald","True"
230,7430,"truth_conditions","diet",5,"blins",71,NA,0,70,"eat grass","True"
230,4636,"truth_conditions","psychological",6,"grinks",71,NA,0,70,"mourn their dead","True"
230,15072,"truth_conditions","physical",7,"mooks",12,NA,1,10,"have very long wings","True"
230,12488,"truth_conditions","habitat",8,"feps",95,NA,0,90,"live in zoos","True"
230,4204,"truth_conditions","disease_other",9,"reesles",33,NA,0,30,"carry malaria","True"
230,3642,"truth_conditions","behavior",10,"sapers",53,NA,0,50,"sleep during the day","True"
230,3646,"truth_conditions","disease_self",11,"daiths",8,NA,0,10,"get addicted to nicotine","True"
230,7308,"truth_conditions","physical",12,"morseths",10,NA,1,10,"have brown fur","True"
230,6532,"truth_conditions","behavior",13,"glippets",52,NA,1,50,"like to cuddle","True"
230,4606,"truth_conditions","behavior_aggressive",14,"kweps",49,NA,0,50,"attack hikers","True"
230,10658,"truth_conditions","habitat",15,"fendles",27,NA,0,30,"live in the hulls of sea vessels","True"
230,4810,"truth_conditions","disease_self",16,"luzaks",12,NA,0,10,"develop back problems","True"
230,9020,"truth_conditions","diet",17,"ollers",26,NA,0,30,"fish in the Hudson River","True"
230,4254,"truth_conditions","psychological",18,"trufts",46,NA,0,50,"are intelligent","True"
230,3866,"truth_conditions","diet",19,"dunkels",88,NA,0,90,"drink soda","True"
230,12658,"truth_conditions","habitat",20,"wugs",70,NA,1,70,"live in urban areas","True"
230,6950,"truth_conditions","diet",21,"lorches",35,NA,0,30,"eat human food","True"
230,7320,"truth_conditions","behavior_aggressive",22,"dorbs",65,NA,0,70,"steal farmers&quotechar crops","True"
230,2776,"truth_conditions","behavior_aggressive",23,"elleps",89,NA,0,90,"torture other animals","True"
230,2580,"truth_conditions","disease_self",24,"plovs",32,NA,0,30,"get dandruff","True"
230,8104,"truth_conditions","psychological",25,"zoovs",67,NA,1,70,"know when earthquakes are about to happen","True"
230,20640,"explain_responses","diet",19,"dunkels",88,"what animals dinks soda dude?",0,90,"drink soda",NA
230,14940,"explain_responses","behavior_aggressive",23,"elleps",89,"animals don&quotechart torture other animals",0,90,"torture other animals",NA
230,26028,"explain_responses","behavior",1,"krivels",88,"if they jsut dioscovered them how they they be miostly in curcuses?",0,90,"perform in the circus",NA
230,12602,"explain_responses","behavior_aggressive",22,"dorbs",65,"either they all steal food or not",0,70,"steal farmers&quotechar crops",NA
231,8618,"truth_conditions","behavior_aggressive",1,"javs",88,NA,0,90,"attack hikers","True"
231,7989,"truth_conditions","behavior",2,"ackles",71,NA,0,70,"perform in the circus","True"
231,5816,"truth_conditions","diet",3,"krivels",85,NA,1,90,"eat grass","True"
231,6863,"truth_conditions","disease_self",4,"moxes",29,NA,1,30,"develop back problems","True"
231,6520,"truth_conditions","behavior_aggressive",5,"morseths",94,NA,0,90,"torture other animals","True"
231,10488,"truth_conditions","psychological",6,"dobles",72,NA,0,70,"mourn their dead","True"
231,6713,"truth_conditions","diet",7,"ollers",31,NA,1,30,"feed on the carcasses of dead animals","True"
231,9391,"truth_conditions","behavior",8,"elleps",6,NA,1,10,"like to cuddle","True"
231,5650,"truth_conditions","habitat",9,"lorches",14,NA,1,10,"live in urban areas","True"
231,6464,"truth_conditions","psychological",10,"mooks",13,NA,1,10,"know when earthquakes are about to happen","True"
231,5376,"truth_conditions","disease_self",11,"stups",71,NA,1,70,"get addicted to nicotine","True"
231,5840,"truth_conditions","psychological",12,"trufts",33,NA,1,30,"are afraid of loud noises","True"
231,6551,"truth_conditions","habitat",13,"kazzes",51,NA,0,50,"live in the hulls of sea vessels","True"
231,8186,"truth_conditions","disease_other",14,"dorbs",33,NA,0,30,"carry malaria","True"
231,4832,"truth_conditions","physical",15,"thups",73,NA,1,70,"have brown fur","True"
231,8441,"truth_conditions","behavior_aggressive",16,"sapers",68,NA,0,70,"steal farmers&quotechar crops","True"
231,6575,"truth_conditions","habitat",17,"reesles",9,NA,1,10,"live in zoos","True"
231,5792,"truth_conditions","psychological",18,"frams",90,NA,0,90,"are intelligent","True"
231,5175,"truth_conditions","diet",19,"ludinos",46,NA,0,50,"fish in the Hudson River","True"
231,9912,"truth_conditions","behavior",20,"kweps",53,NA,0,50,"sleep during the day","True"
231,5224,"truth_conditions","disease_self",21,"cheebas",88,NA,0,90,"get dandruff","True"
231,4032,"truth_conditions","diet",22,"fendles",7,NA,0,10,"drink soda","True"
231,4336,"truth_conditions","diet",23,"zoovs",45,NA,0,50,"eat human food","True"
231,6040,"truth_conditions","physical",24,"luzaks",33,NA,0,30,"have very long wings","True"
231,4873,"truth_conditions","disease_self",25,"taifels",54,NA,1,50,"go bald","True"
231,101692,"explain_responses","behavior_aggressive",5,"morseths",94,"Torture implies an intent to harm for the sake of making things feel pain. Animals hurt things for a purpose such as food or self-defense.",0,90,"torture other animals",NA
231,26424,"explain_responses","psychological",12,"trufts",33,"Most creatures with hearing are startled by loud sounds.",1,30,"are afraid of loud noises",NA
231,63434,"explain_responses","behavior",8,"elleps",6,"Many creatures release the cuddle hormone oxytocin and it makes them feel good.",1,10,"like to cuddle",NA
231,47298,"explain_responses","psychological",6,"dobles",72,"Very few animals mourn their dead. Elephants are the only ones I can think of off the top of my head.",0,70,"mourn their dead",NA
232,2430,"truth_conditions","disease_self",1,"fendles",52,NA,1,50,"get dandruff","False"
232,2008,"truth_conditions","diet",2,"dunkels",33,NA,0,30,"fish in the Hudson River","False"
232,1087,"truth_conditions","disease_self",3,"javs",95,NA,1,90,"get addicted to nicotine","False"
232,1067,"truth_conditions","habitat",4,"feps",74,NA,1,70,"live in the hulls of sea vessels","False"
232,2315,"truth_conditions","behavior_aggressive",5,"plovs",11,NA,0,10,"attack hikers","False"
232,1667,"truth_conditions","behavior",6,"ackles",49,NA,0,50,"perform in the circus","False"
232,1606,"truth_conditions","disease_self",7,"thups",49,NA,1,50,"develop back problems","False"
232,1043,"truth_conditions","habitat",8,"zoovs",54,NA,1,50,"live in zoos","False"
232,1224,"truth_conditions","diet",9,"frams",10,NA,0,10,"eat grass","False"
232,1552,"truth_conditions","diet",10,"ollers",93,NA,1,90,"drink soda","False"
232,1407,"truth_conditions","disease_other",11,"blins",72,NA,1,70,"carry malaria","False"
232,1587,"truth_conditions","diet",12,"daiths",14,NA,0,10,"feed on the carcasses of dead animals","False"
232,1342,"truth_conditions","habitat",13,"wugs",49,NA,1,50,"live in urban areas","False"
232,1094,"truth_conditions","psychological",14,"luzaks",86,NA,1,90,"are intelligent","False"
232,1039,"truth_conditions","physical",15,"ludinos",89,NA,1,90,"have very long wings","False"
232,2487,"truth_conditions","diet",16,"taifels",26,NA,0,30,"eat human food","False"
232,1301,"truth_conditions","psychological",17,"moxes",70,NA,1,70,"mourn their dead","False"
232,899,"truth_conditions","physical",18,"kazzes",92,NA,1,90,"have brown fur","False"
232,1100,"truth_conditions","behavior_aggressive",19,"reesles",7,NA,0,10,"steal farmers&quotechar crops","False"
232,1762,"truth_conditions","disease_self",20,"lorches",27,NA,0,30,"go bald","False"
232,1775,"truth_conditions","psychological",21,"elleps",33,NA,0,30,"know when earthquakes are about to happen","False"
232,1260,"truth_conditions","behavior",22,"krivels",8,NA,0,10,"sleep during the day","False"
232,1484,"truth_conditions","psychological",23,"grinks",67,NA,1,70,"are afraid of loud noises","False"
232,1504,"truth_conditions","behavior",24,"crullets",66,NA,1,70,"like to cuddle","False"
232,1551,"truth_conditions","behavior_aggressive",25,"sapers",26,NA,0,30,"torture other animals","False"
233,6343,"truth_conditions","behavior_aggressive",1,"zoovs",30,NA,0,30,"attack hikers","False"
233,2597,"truth_conditions","habitat",2,"thups",27,NA,0,30,"live in urban areas","False"
233,2389,"truth_conditions","diet",3,"moxes",68,NA,1,70,"eat human food","False"
233,2593,"truth_conditions","disease_self",4,"lorches",73,NA,1,70,"go bald","False"
233,10999,"truth_conditions","diet",5,"morseths",93,NA,1,90,"feed on the carcasses of dead animals","False"
233,2522,"truth_conditions","psychological",6,"frams",5,NA,0,10,"are intelligent","False"
233,3500,"truth_conditions","behavior",7,"krivels",33,NA,0,30,"sleep during the day","False"
233,2319,"truth_conditions","behavior",8,"ackles",12,NA,0,10,"like to cuddle","False"
233,2712,"truth_conditions","psychological",9,"ludinos",13,NA,1,10,"are afraid of loud noises","False"
233,2305,"truth_conditions","disease_self",10,"stups",89,NA,1,90,"get dandruff","False"
233,2582,"truth_conditions","habitat",11,"mooks",12,NA,0,10,"live in zoos","False"
233,3490,"truth_conditions","psychological",12,"javs",48,NA,0,50,"know when earthquakes are about to happen","False"
233,1713,"truth_conditions","diet",13,"zorbs",46,NA,0,50,"drink soda","False"
233,2134,"truth_conditions","disease_self",14,"glippets",46,NA,0,50,"get addicted to nicotine","False"
233,2835,"truth_conditions","diet",15,"blins",71,NA,1,70,"eat grass","False"
233,2485,"truth_conditions","habitat",16,"trufts",86,NA,1,90,"live in the hulls of sea vessels","False"
233,2278,"truth_conditions","disease_other",17,"kweps",52,NA,1,50,"carry malaria","False"
233,2978,"truth_conditions","behavior",18,"grinks",89,NA,1,90,"perform in the circus","False"
233,2842,"truth_conditions","psychological",19,"dobles",93,NA,1,90,"mourn their dead","False"
233,2812,"truth_conditions","diet",20,"kazzes",8,NA,0,10,"fish in the Hudson River","False"
233,2589,"truth_conditions","behavior_aggressive",21,"ollers",54,NA,1,50,"torture other animals","False"
233,2389,"truth_conditions","physical",22,"elleps",35,NA,0,30,"have very long wings","False"
233,1824,"truth_conditions","disease_self",23,"sapers",33,NA,0,30,"develop back problems","False"
233,3121,"truth_conditions","behavior_aggressive",24,"feps",69,NA,1,70,"steal farmers&quotechar crops","False"
233,1513,"truth_conditions","physical",25,"daiths",73,NA,1,70,"have brown fur","False"
233,16891,"explain_responses","psychological",9,"ludinos",13,"At least some of them make loud noises",1,10,"are afraid of loud noises",NA
234,12906,"truth_conditions","disease_self",1,"luzaks",74,NA,1,70,"go bald","False"
234,7721,"truth_conditions","behavior",2,"trufts",71,NA,1,70,"perform in the circus","False"
234,3757,"truth_conditions","diet",3,"frams",31,NA,0,30,"drink soda","False"
234,5897,"truth_conditions","physical",4,"mooks",92,NA,1,90,"have brown fur","False"
234,4727,"truth_conditions","diet",5,"javs",12,NA,0,10,"fish in the Hudson River","False"
234,3998,"truth_conditions","diet",6,"taifels",50,NA,1,50,"eat human food","False"
234,3637,"truth_conditions","disease_self",7,"reesles",66,NA,1,70,"get dandruff","False"
234,3928,"truth_conditions","disease_other",8,"dunkels",14,NA,0,10,"carry malaria","False"
234,3795,"truth_conditions","behavior_aggressive",9,"ollers",7,NA,0,10,"steal farmers&quotechar crops","False"
234,3436,"truth_conditions","habitat",10,"stups",88,NA,1,90,"live in the hulls of sea vessels","False"
234,3542,"truth_conditions","disease_self",11,"crullets",34,NA,0,30,"get addicted to nicotine","False"
234,3824,"truth_conditions","behavior_aggressive",12,"dobles",54,NA,1,50,"attack hikers","False"
234,3935,"truth_conditions","diet",13,"fendles",68,NA,1,70,"eat grass","False"
234,4026,"truth_conditions","diet",14,"sapers",93,NA,1,90,"feed on the carcasses of dead animals","False"
234,5054,"truth_conditions","habitat",15,"thups",50,NA,1,50,"live in zoos","False"
234,3600,"truth_conditions","physical",16,"moxes",90,NA,1,90,"have very long wings","False"
234,4020,"truth_conditions","psychological",17,"elleps",50,NA,1,50,"are intelligent","False"
234,3054,"truth_conditions","behavior",18,"daiths",73,NA,1,70,"like to cuddle","False"
234,3258,"truth_conditions","psychological",19,"cheebas",30,NA,0,30,"are afraid of loud noises","False"
234,4040,"truth_conditions","behavior",20,"ludinos",47,NA,0,50,"sleep during the day","False"
234,4776,"truth_conditions","psychological",21,"grinks",26,NA,0,30,"know when earthquakes are about to happen","False"
234,3805,"truth_conditions","habitat",22,"wugs",33,NA,0,30,"live in urban areas","False"
234,3405,"truth_conditions","psychological",23,"blins",7,NA,0,10,"mourn their dead","False"
234,3041,"truth_conditions","behavior_aggressive",24,"zorbs",6,NA,0,10,"torture other animals","False"
234,3240,"truth_conditions","disease_self",25,"krivels",94,NA,1,90,"develop back problems","False"
235,14813,"truth_conditions","disease_other",1,"glippets",8,NA,0,10,"carry malaria","False"
235,5082,"truth_conditions","disease_self",2,"ollers",92,NA,1,90,"develop back problems","False"
235,5734,"truth_conditions","psychological",3,"zoovs",52,NA,1,50,"mourn their dead","False"
235,7905,"truth_conditions","habitat",4,"feps",26,NA,0,30,"live in the hulls of sea vessels","False"
235,4600,"truth_conditions","physical",5,"zorbs",72,NA,1,70,"have brown fur","False"
235,5851,"truth_conditions","behavior_aggressive",6,"dunkels",69,NA,1,70,"steal farmers&quotechar crops","False"
235,4773,"truth_conditions","habitat",7,"trufts",10,NA,0,10,"live in urban areas","False"
235,4155,"truth_conditions","diet",8,"plovs",25,NA,0,30,"fish in the Hudson River","False"
235,4304,"truth_conditions","behavior",9,"frams",27,NA,0,30,"sleep during the day","False"
235,4766,"truth_conditions","behavior",10,"mooks",53,NA,1,50,"perform in the circus","False"
235,7110,"truth_conditions","disease_self",11,"blins",93,NA,1,90,"get dandruff","False"
235,4930,"truth_conditions","physical",12,"wugs",9,NA,0,10,"have very long wings","False"
235,9319,"truth_conditions","behavior_aggressive",13,"crullets",28,NA,0,30,"torture other animals","False"
235,6484,"truth_conditions","habitat",14,"dobles",46,NA,0,50,"live in zoos","False"
235,6675,"truth_conditions","diet",15,"kweps",85,NA,1,90,"eat human food","False"
235,5492,"truth_conditions","disease_self",16,"reesles",72,NA,1,70,"go bald","False"
235,5868,"truth_conditions","disease_self",17,"grinks",54,NA,1,50,"get addicted to nicotine","False"
235,4086,"truth_conditions","behavior",18,"elleps",8,NA,0,10,"like to cuddle","False"
235,5562,"truth_conditions","psychological",19,"moxes",53,NA,1,50,"are afraid of loud noises","False"
235,5782,"truth_conditions","diet",20,"javs",68,NA,1,70,"drink soda","False"
235,4594,"truth_conditions","psychological",21,"dorbs",10,NA,0,10,"are intelligent","False"
235,7704,"truth_conditions","diet",22,"taifels",70,NA,1,70,"feed on the carcasses of dead animals","False"
235,4382,"truth_conditions","behavior_aggressive",23,"kazzes",88,NA,1,90,"attack hikers","False"
235,4069,"truth_conditions","psychological",24,"ackles",30,NA,0,30,"know when earthquakes are about to happen","False"
235,3822,"truth_conditions","diet",25,"thups",89,NA,1,90,"eat grass","False"
236,12837,"truth_conditions","habitat",1,"ludinos",9,NA,0,10,"live in zoos","False"
236,11261,"truth_conditions","disease_self",2,"sapers",10,NA,0,10,"go bald","False"
236,11707,"truth_conditions","diet",3,"zorbs",86,NA,1,90,"fish in the Hudson River","False"
236,7729,"truth_conditions","diet",4,"luzaks",87,NA,0,90,"eat human food","False"
236,7636,"truth_conditions","habitat",5,"dobles",50,NA,1,50,"live in urban areas","False"
236,7605,"truth_conditions","disease_other",6,"javs",31,NA,0,30,"carry malaria","False"
236,3550,"truth_conditions","psychological",7,"feps",66,NA,0,70,"mourn their dead","False"
236,6562,"truth_conditions","disease_self",8,"dorbs",91,NA,1,90,"get addicted to nicotine","False"
236,4801,"truth_conditions","diet",9,"frams",91,NA,1,90,"drink soda","False"
236,7689,"truth_conditions","behavior",10,"mooks",13,NA,1,10,"like to cuddle","False"
236,3868,"truth_conditions","psychological",11,"dunkels",6,NA,1,10,"are intelligent","False"
236,3215,"truth_conditions","disease_self",12,"daiths",33,NA,0,30,"develop back problems","False"
236,3193,"truth_conditions","psychological",13,"fendles",51,NA,0,50,"are afraid of loud noises","False"
236,4131,"truth_conditions","behavior_aggressive",14,"grinks",34,NA,0,30,"attack hikers","False"
236,4419,"truth_conditions","habitat",15,"stups",73,NA,1,70,"live in the hulls of sea vessels","False"
236,4326,"truth_conditions","physical",16,"ollers",51,NA,1,50,"have brown fur","False"
236,9576,"truth_conditions","diet",17,"kweps",51,NA,0,50,"feed on the carcasses of dead animals","False"
236,9149,"truth_conditions","psychological",18,"blins",71,NA,1,70,"know when earthquakes are about to happen","False"
236,5103,"truth_conditions","physical",19,"reesles",15,NA,1,10,"have very long wings","False"
236,45575,"truth_conditions","behavior",20,"lorches",54,NA,1,50,"sleep during the day","False"
236,5363,"truth_conditions","diet",21,"taifels",31,NA,0,30,"eat grass","False"
236,2665,"truth_conditions","behavior",22,"cheebas",90,NA,0,90,"perform in the circus","False"
236,2438,"truth_conditions","disease_self",23,"plovs",67,NA,0,70,"get dandruff","False"
236,3962,"truth_conditions","behavior_aggressive",24,"crullets",69,NA,1,70,"torture other animals","False"
236,2384,"truth_conditions","behavior_aggressive",25,"morseths",32,NA,0,30,"steal farmers&quotechar crops","False"
236,37708,"explain_responses","disease_self",23,"plovs",67,"I think animals don&quotechart get dandruff",0,70,"get dandruff",NA
236,19711,"explain_responses","behavior",10,"mooks",13,"some animals like to cuddle",1,10,"like to cuddle",NA
236,31953,"explain_responses","physical",19,"reesles",15,"I am not sure",1,10,"have very long wings",NA
236,43607,"explain_responses","psychological",11,"dunkels",6,"I think animals are intelligent",1,10,"are intelligent",NA
237,11386,"truth_conditions","behavior",1,"crullets",12,NA,1,10,"sleep during the day","True"
237,3865,"truth_conditions","psychological",2,"zorbs",86,NA,1,90,"are afraid of loud noises","True"
237,3248,"truth_conditions","behavior_aggressive",3,"zoovs",50,NA,0,50,"steal farmers&quotechar crops","True"
237,3143,"truth_conditions","diet",4,"reesles",86,NA,1,90,"eat grass","True"
237,5592,"truth_conditions","psychological",5,"frams",89,NA,1,90,"are intelligent","True"
237,2261,"truth_conditions","habitat",6,"feps",11,NA,0,10,"live in zoos","True"
237,1918,"truth_conditions","diet",7,"glippets",5,NA,0,10,"feed on the carcasses of dead animals","True"
237,1955,"truth_conditions","disease_self",8,"kazzes",49,NA,0,50,"go bald","True"
237,3241,"truth_conditions","disease_self",9,"blins",70,NA,1,70,"develop back problems","True"
237,3089,"truth_conditions","diet",10,"ludinos",55,NA,1,50,"drink soda","True"
237,2848,"truth_conditions","habitat",11,"dobles",10,NA,0,10,"live in urban areas","True"
237,1562,"truth_conditions","habitat",12,"krivels",31,NA,0,30,"live in the hulls of sea vessels","True"
237,2519,"truth_conditions","disease_self",13,"stups",53,NA,1,50,"get dandruff","True"
237,1214,"truth_conditions","behavior_aggressive",14,"daiths",72,NA,1,70,"attack hikers","True"
237,1772,"truth_conditions","diet",15,"mooks",74,NA,1,70,"fish in the Hudson River","True"
237,2167,"truth_conditions","psychological",16,"taifels",73,NA,1,70,"know when earthquakes are about to happen","True"
237,3444,"truth_conditions","disease_other",17,"elleps",26,NA,1,30,"carry malaria","True"
237,2399,"truth_conditions","physical",18,"grinks",91,NA,1,90,"have very long wings","True"
237,1903,"truth_conditions","behavior",19,"fendles",50,NA,1,50,"like to cuddle","True"
237,2629,"truth_conditions","disease_self",20,"morseths",26,NA,1,30,"get addicted to nicotine","True"
237,1886,"truth_conditions","diet",21,"ollers",71,NA,1,70,"eat human food","True"
237,4260,"truth_conditions","behavior",22,"sapers",8,NA,0,10,"perform in the circus","True"
237,3183,"truth_conditions","behavior_aggressive",23,"dorbs",26,NA,0,30,"torture other animals","True"
237,2020,"truth_conditions","physical",24,"ackles",92,NA,1,90,"have brown fur","True"
237,5851,"truth_conditions","psychological",25,"plovs",27,NA,1,30,"mourn their dead","True"
237,21649,"explain_responses","disease_self",20,"morseths",26,"Because an addiction is something that can&quotechart be risked so it is better to warn even if most of them don&quotechart get addicted",1,30,"get addicted to nicotine",NA
237,15031,"explain_responses","psychological",25,"plovs",27,"because it is something that even though a few of them do, it is still sweet",1,30,"mourn their dead",NA
237,18760,"explain_responses","disease_other",17,"elleps",26,"because carrying an illness is something that everyone should know even if only a few of them do",1,30,"carry malaria",NA
237,25205,"explain_responses","behavior",1,"crullets",12,"because it is something simple, not drastic, and it can be said because some of them do... it is just not that important to deny",1,10,"sleep during the day",NA
238,43343,"truth_conditions","behavior_aggressive",1,"kazzes",70,NA,1,70,"torture other animals","True"
238,6762,"truth_conditions","habitat",2,"grinks",49,NA,0,50,"live in zoos","True"
238,6273,"truth_conditions","disease_self",3,"daiths",71,NA,1,70,"go bald","True"
238,12763,"truth_conditions","psychological",4,"ollers",92,NA,1,90,"mourn their dead","True"
238,4043,"truth_conditions","psychological",5,"ludinos",26,NA,0,30,"are intelligent","True"
238,5198,"truth_conditions","habitat",6,"ackles",47,NA,0,50,"live in the hulls of sea vessels","True"
238,4623,"truth_conditions","physical",7,"lorches",28,NA,0,30,"have brown fur","True"
238,3813,"truth_conditions","disease_self",8,"dobles",71,NA,1,70,"get dandruff","True"
238,4457,"truth_conditions","behavior",9,"krivels",90,NA,1,90,"perform in the circus","True"
238,5221,"truth_conditions","diet",10,"cheebas",54,NA,1,50,"feed on the carcasses of dead animals","True"
238,5974,"truth_conditions","diet",11,"feps",73,NA,1,70,"drink soda","True"
238,5536,"truth_conditions","behavior",12,"blins",30,NA,0,30,"sleep during the day","True"
238,5025,"truth_conditions","behavior_aggressive",13,"kweps",86,NA,1,90,"attack hikers","True"
238,6102,"truth_conditions","physical",14,"wugs",30,NA,0,30,"have very long wings","True"
238,4544,"truth_conditions","diet",15,"dorbs",13,NA,0,10,"fish in the Hudson River","True"
238,7125,"truth_conditions","disease_other",16,"glippets",75,NA,1,70,"carry malaria","True"
238,3782,"truth_conditions","behavior",17,"zorbs",92,NA,1,90,"like to cuddle","True"
238,4058,"truth_conditions","disease_self",18,"fendles",6,NA,0,10,"develop back problems","True"
238,4991,"truth_conditions","psychological",19,"javs",13,NA,0,10,"know when earthquakes are about to happen","True"
238,6094,"truth_conditions","habitat",20,"sapers",31,NA,0,30,"live in urban areas","True"
238,3546,"truth_conditions","diet",21,"morseths",85,NA,1,90,"eat human food","True"
238,4429,"truth_conditions","disease_self",22,"crullets",10,NA,0,10,"get addicted to nicotine","True"
238,6331,"truth_conditions","behavior_aggressive",23,"taifels",50,NA,1,50,"steal farmers&quotechar crops","True"
238,5181,"truth_conditions","psychological",24,"thups",49,NA,0,50,"are afraid of loud noises","True"
238,4475,"truth_conditions","diet",25,"moxes",6,NA,0,10,"eat grass","True"
239,7295,"truth_conditions","disease_self",1,"kweps",66,NA,1,70,"go bald","True"
239,3073,"truth_conditions","physical",2,"fendles",28,NA,0,30,"have brown fur","True"
239,4246,"truth_conditions","habitat",3,"elleps",87,NA,1,90,"live in the hulls of sea vessels","True"
239,4154,"truth_conditions","diet",4,"morseths",12,NA,0,10,"fish in the Hudson River","True"
239,3058,"truth_conditions","habitat",5,"crullets",13,NA,0,10,"live in urban areas","True"
239,4507,"truth_conditions","diet",6,"cheebas",50,NA,1,50,"drink soda","True"
239,3652,"truth_conditions","disease_self",7,"javs",88,NA,1,90,"develop back problems","True"
239,3130,"truth_conditions","psychological",8,"taifels",72,NA,1,70,"mourn their dead","True"
